,x_test,future
155,"[102  98 146  98 171  98 146  98  43 171  98 172 146  98 112 171  97  34
  97 112 171  97  34  97 112 171  97  34  97  13 171  97]",[ 34  97 172 171   6 111   6 171]
156,"[121 135  85  24 135  90  59 135 121 121 135  96 106   4 135  96 106   4
 135  96 106 121   4 135  85 145 135  74   4 135  96 106]",[135  96 106   4 135  74 162   4]
157,"[ 29 115 108  21 115 111 130 115 108 109   7  75 117  98 126  70  43 125
   7  75 117 129 111  70  29 145 111  43  32  34 106 145]",[ 91 161 107 138  29 145 107 106]
158,"[ 16  29  45 102  29  11  16  29  45 102  29  11  16  29  45 102  29  11
  16  29  45 102  29  45  16 129 102 171  32 125  32 125]",[ 16 129  46 102 171  57  32 125]
159,"[100 100  76  76 153  10  76  76  46 160  57  46  57  46 100 100  76  76
 153  10  76  76  46 160  31  16  31  16  80  46 131  46]",[ 46 131  46 103 103  80  31  31]
160,"[117 172 111  45 117  91 107 117 172  45 117  13 163 135 140 106  96 135
  91 107 135  13  11 135  71 167 117 172 111  45 117  91]",[117 172  45 117  17 163 135 140]
161,"[ 48   8  48 163  71  52  71  52  71  52  71  52  68  72  68  71  68  71
  68  71 157 157 157  52  66  92  26 147  48  61  48   3]",[106 162 130 167   4 146 145  62]
162,"[135  91  27  17  13  39  88  13  88 124  84 143  39 141 143 141  38  71
 117  39 143 117 143 141  85 135  39  13 135  13  27  17]",[  8 158  88 158 141  98  93 141]
163,"[  4 130 108 117  29  43  91 130 172  91   4 172  43  29 172 112   4 143
  13  29  51  13  45  51 151  34 120 128 115 141 120 111]",[141  45   0  51  60   6  98 171]
164,"[ 95 171  95  95  95  95 122  37  95 161  56  84 102 131 131 131  17  17
  17 131 131 131  17  17  17 131 131 131  60  60  60 131]",[131  60  60  84 110 110 110  84]
165,"[ 32 106 162 165  82  73  20  94 121  20  73 121 140  94  91 106  22   8
 162  79  32  20   3  73  35  94 121  20  73  79 155 109]",[140 162  44  79 170  84 106 171]
166,"[  3  19   8  19   8  19   8  19   8  72  19   8  19   8  19   8  19   8
 100  19   8  19   8  19   8  19   8  64  64 100 100 127]",[100 100  64  64 100 100 127 127]
167,"[111  92  98  92 111  92  98  17   8  85 157  96  85 157   8  59  78 162
  38 124  38 124  38 124  38 124  38 124  38 124  38 151]",[124  38  78 147 143  13 143  13]
168,"[164  39  49 117 163  62  43 163 164 115 146  46 163  75  28  13  80  45
   6 172 163 160  29 160 160  97  71  71  80  13  45   6]",[163 160 160  29  97 160  71  71]
169,"[106  19   4 135 172   4  45 171   4 145  43 106  34  32 106   4  43 106
  34 109 106   4 135 106  96 162 106   4 135  45  96 146]",[130 145  45  62 119  45 130 145]
170,"[130 167  45   6 130 167 135  96 172  45 143 130  27 135 120 172  61  61
 158  27  38 143 120 172  27 135 143 130 172  45 135  96]",[167 135  96 172  45 143 130  27]
171,"[ 26  26  26  26  26  26  26 106  20  20  79  53  79 165 165  53  72 106
  79 107  79  34 145  79   4  79 130 106  79  94 140  94]",[ 43 155  79  51 143 140  79  94]
172,"[172 117 145  45 154  43 144  91 108  11 107 139 123  16  13   6 123  16
  13   6 123  16  13   6 123  16  13   6 123  16  13   6]",[ 16  13   6 133  19  13 129 133]
173,"[115 135  96 108 115 130 167  45   6 143 130 172  45 108 115 135  96 108
 115 130 167  45   6 143 130 172  45 164 125 108 115  51]",[143  45 112  29 172 130 164 125]
174,"[153  60 153  26 153 153  26 153   7  41   7  41   7  41   7  41   7  41
 169  41 169  10 100  10 100  10 100  60 153  60 153  26]",[153  26 153  40  41  40  41  40]
175,"[ 96 135   4  96 135   4 107 135 108 109  43 135  34  91 112  34  51 108
  34  43 135 109  91 112  34  51 143  34 112 172  87 112]",[170 145  34  43 145  34  43 145]
176,"[ 69  88  27  69  91  91  11  84  88  27  69  91  13  69 124  91  69  88
  88  39 142 150  88  88 150 142 150  88  88 150 142 150]",[158  69  93  18  93  39  18 158]
177,"[107  45 131 163 115 108 115  45 107  52  39  97 115  97  39 111  16  98
  97  62  97  98  29 161  97 115 107 115  97 115  97 115]",[115  97  29 113  97  62  45  62]
178,"[ 41  84  41  84  41  84  41  10 146   4 141  45  98 113 109  50  98 113
 125  21 162  19   6  16 109  50  16  98 109   6  10  97]",[146  10   9 115 111  34   6  45]
179,"[128 162  61  61  27 167  61  61  27 167 116 116   0 167 116 116   0 167
  61  61 143  45  61  61 143  45  64  64 140 106  64  64]",[106  61  61 172 130  61  61 172]
180,"[143 130 172  45 135  96 130 167 135  96 172  45 143 130  27 135 120 172
  38 143  61  61  96 158 167  38   6 120   8  27  56 143]",[172 119 135 122 172 119 143  16]
181,"[159 159 119  50 119  50 109  50   9  16 109 129  33  33 129 109 129  33
 129 109 129   9 109 129 109  33  33 129 109 129 109 129]",[129 109 129 109 129 109 130  32]
182,"[ 19   8 146   8   4 162  62 117 119   8 135 167 145   8   4   6 130 121
  19   8 162   8 146  74  19   8 162   8 146  23  16   8]",[  8 146  76  16 125   6 125 163]
183,"[ 45  56  90 119  45  56 103 119 130  56 103 119 130  56  59 119 135  56
  59 119 135  56  90 119 172  56  90 119 172  56 103 119]",[ 56 103 119 143  56  61  90  61]
184,"[163 117 162  11 111   4  97 111  97  34  97 111 100  97  96 100  97 111
 131 162 111 100  97 111 144 163 111  26 146 111  29 111]",[111  26 163 111  26 146 144 111]
185,"[ 43  41  91  91  41  43  43  73  73  91  91  73  73  43  43 121 165 135
 135  59  63 135 135 165 162  96 146 162   8 171 165  19]",[  8  44 171   8 162  53 162  34]
186,"[130 143 167  38 130   9   9  38 130 143  56  38 167 103 103  38 167 143
  56  38 167   9   9  38 167  61  48  38 116  47  38  61]",[ 38 116  47  38  61  48  38 116]
187,"[144  83   2 144 140 144   2  68 144 112  72  68  68  72 117  72 141  73
  72 140 131  73  79 131  43 131  79 156 131  91  52 156]",[ 52 145  52 156 144 107  29 108]
188,"[111 135  96 106 162  29 106  97 162  45   6 106  29 162  97 106 162 107
 111  39  98  96   8 111 107  98  39 111  98  96  62   8]",[146 171  62  96  32   8  62  32]
189,"[ 11  66  83 157  83 157  17  34  28  17  28  17 157  83  28   2  83 157
  83 106  83  11  70  83 157  83 106  83  11  66  83 157]",[157  17  34  28  17  28 157  17]
190,"[ 62  43  34 135   8  96 146  96 140 143   8 140  34 143 140  62 143 172
 140  34 100   8  96 146  96   8  34  62  47  34   3   8]",[146  96  43   8  34  62  34 135]
191,"[100  42 100 100 149 100   7 144  55  34 144  34  34  97 144  45  29  97
 144  34  65  60  65  60  65  65  26  65  89  26 114 159]",[105 144 133  72 133  72  86  72]
192,"[ 41  80  46  57  46   4 172 160  13  41 160  22  75  57  46  60  80  46
  76  31  46  11  31   4 164 144  76  31  46  11  31   4]",[144  76  31 160  29 144  11 166]
193,"[127  76  16 125  76   6 172  57  16 125 115 108  57  28  28  16 125 115
 108  28  60  16 125 115 108 107   4  29  57  28  57  16]",[115 108  57 168  16   6  45 172]
194,"[ 11 111   4 129 146  97 111  29 146 130  21 167   9 115  34 167 111 106
 113 163 111  11   2 163 111 106 113 163  29 129  97  60]",[111  97  29  21  97 115  34  97]
195,"[136 167  61 167 167 167 136 167 167 167  61 116 167 167 167 167 167  35
 116  61  59 167 167 116  90 167 167  61 116  47 167 167]",[167 167 167 167 167  25 167 167]
196,"[ 71  97  62 111  62  97 130  71 167  62 111  62 167  11   2 163 111 106
 111 163 111 163 111 106 111 163 145  85   6 111  45 130]",[111 107  39 111 107 130 107 111]
197,"[140  13  96  88  62  39  38  88 155 155 107  88 155 143 155 111  88  96
 163 124  88  27  27 107  88  27  13  27  96  88  62  39]",[ 88 155 155 107  88 155 143 155]
198,"[135  48  59 135  96  45 130 135  96  45 130 135  96  45  85 130 135  71
 145 135  17  11 135  96 106  11 135  96 106  11 135  96]",[ 17  11 135  90  24 135  94 157]
199,"[ 48  47  58  47  47  47  58  47  47  47  58  47  47 131  48 131 131  58
  47  99  47  47  47  47  58  47  47  48  47  47  47  72]",[  3 131  61  47  61  61  61  47]
200,"[ 51 125 155  32  20  53 128  32  73  53  78  32  79  53 124  32 151  78
 148 151  88  32  27 148  51  32 112 148 155  32  20  53]",[ 32  73  53  78  32  79  53 124]
201,"[ 62 107  29 107  62 107  62 107  29 161 107  19  62 129 145 129  62 107
  29 107  62 107  62 107 108  29 129 107 102  62  32 145]",[ 34 106 140 115 106  11  43 163]
202,"[130 167  65  42  65  42  65  42  65  42 130 153 167  60   9   9  34 109
  45   6  29  97 130 167   4 146 108 115 107  39 108 115]",[  6 135  96 154 154 154 154 145]
203,"[111  92  98  17   8  85 157  96  85 157   8  59  78 162  38 124  38 124
  38 124  38 124  38 124  38 124  38 151  38 124  38  78]",[143  13 143  13 143  13 143  13]
204,"[ 91  11  84  88  27  69  91  13  69 124  91  69  88  91  39  88 141 150
  91  91 150  88 141 150  91  91 150  88 141 150  91  27]",[ 88 155  18  88  91  95 163  88]
205,"[ 32 106 135  37  19 145  32  79  37  19  79  32 107 130  37  19 106  32
 121  37  19 121  32 107 130  37  19 106  32 121  37  19]",[ 32 107 130  37  19 106  32 121]
206,"[112 155  91  53  32  78 151  53  32  78  88  39  91 138 112 155  91  93
  32 155  78 124 155  93  39 155 138  88 151 155 157  92]",[ 28 138 151  20  78  88  39  91]
207,"[145  34 106  62 135 117   6 130 145  71 143  51 145 117  71 155 135 162
 106 145  96  43  91 106   4 107 140 145  79  34 106   4]",[ 34 106 135  43 109  29   4  96]
208,"[135 135 165   3  96 146  96 106   4 135 146  96  34  24  85 165 121  42
  22  40 145 170 105   4  96  45 130  11 121 121 165 121]",[171   8 162 146  96 171   8   8]
209,"[130  32 109 167  20  78  62  34 130 145 128 155 140  43 145   4   8  27
 155  51 165 143 140 172   8  43 135 145   4 130 106  19]",[162  74 143 140 172  79 143 140]
210,"[ 56  72 167 100 161  47  39  72 119 100   8  47  50  52 109  47  99  58
   7  99  58  48  48  56  72 167 100 161  47  39 131 119]",[ 52  50 109  47 122  56  58  72]
211,"[ 39  91 129  39 115  39  11 129  98 162  98 145 129  98 108 163  98 145
 129  62 117  97  62 155  97  62 112  97  62 117 129  62]",[ 97  62 112  97  62  43  97  62]
212,"[146 171 162  19   8 119 171   5  19 101 171   5  19 101 171   5  19 101
 171   5  19 101 146 171 162  19 146 171 162  19 146 171]",[ 19 146 171 162  19 146 171 162]
213,"[ 20   6  32 162 162 162 162 162  48 106  32  39  72 109  94  19  39 162
  94  19  39 162  94  19  39 162  72 106  19 109 100   8]",[ 72  32 109 162  36  39 167  20]
214,"[137 148 137 122 127 137 102  69  69 163  11 137 137 122 137 102 163  11
  61 119   8  96  45 119  90  50  16  94   0 101  19  51]",[162 106  50  23  16  19  74  43]
215,"[125  88 141   0 155 139  13 112 172  91 117 108 145  11   4  98 117   4
 117 172  60  39  91 130  71  11 102 108  11 108  13  80]",[102 117 145 117 155  71 108 102]
216,"[109 162 162 162 162 162  20  32  19 162  20  19  32 162  94  19 171 162
  20  19  32 162  22   8  19 162  79  32 162 162 162 162]",[ 73 109  19 162  73  19 109 162]
217,"[ 56  13 102 133 171  13  32 133 125  13   8 133  98  13 109 133  39  13
   6 133  31  31  31  31  31  31  69  99  69  99 150  99]",[ 99  69  39  84 161 150  39  36]
218,"[102  69 163  13  17 114 131  69 102  69 163  13  69  57 131 148 102 148
 163  13 148 127 131  69 102  69 163  11 131 102 163  11]",[131 125 115 120  46 153  91 100]
219,"[ 39 100  97 100 162  97 100  39 100  32  39  72  97  32 109  43 162 140
  96  91 106 140 146 135 106 140  62  43 106 155 140  34]",[ 27  62 106 140 107 135  51 107]
220,"[121  58 165  48  53  72  53  73  20  73  62  94 121  20  73  20  32 162
  62  82  94  20  73  20  73  73  58  79   3  73  58  79]",[ 73  58  79  72  94 100  79  47]
221,"[ 97 100 162  97 100  39 100  32  39  72  97  32 109  43 162 140  96  91
 106 140 146 135 106 140  62  43 106 155 140  34 145  27]",[106 140 107 135  51 107 140 107]
222,"[157  94 157  94 157  94 157  94 157  94 157  83   2 157   2 157   2 157
   2 157   2 157   2 110  17  28 110  28 110  28 110 123]",[110 123  28   2  83 157   2 157]
223,"[ 29  39 145  91 106  52 145 117 107 102  11 135 106 163  11 117  29  11
  91 106  98  11 117  11 106 111 106 111 163   6 113 163]",[ 45 102 111 163   6 163 111 163]
224,"[167   4 146 108 115 135  96  43  34  91  39 130  62  43  62 106  34 152
  72 152  72 152  72 152  72 114 145  72  20 106 162 130]",[  4 146 145  62 135  96  43  34]
225,"[ 57  34   6  34  81  45  60  60   6  46 163  60 146 171  60   5 171  60
   6  46 163  60  97  41  98  83   6  41 109  50  41   5]",[129  29  50 113   9  21   9  97]
226,"[105   4 103 105 145  12  60  12  60  64  40  34 109  34 109  34 109 106
   4  94  11 145   4 121 121  45 135   8 125 130 109   8]",[  8  59   8 130 145 167   4 135]
227,"[145 130 107 130 145 117  91 143 144  48 123 130 167  11 163 107  39  96
   8 163 102  15 102 171  32  15 125  15   8 172  98 140]",[117 163  11 162 106  98  44  19]
228,"[ 91 138 112 155  91  93  32 155  78 124 155  93  39 155 138  88 151 155
 157  92 124  28 138 151  20  78  88  39  91 138 112 155]",[ 93  32 155  78 124 155  93  39]
229,"[ 51 165 143 140 172   8  43 135 145   4 130 106  19 140 162  74 143 140
 172  79 143 140 172  22  38  78 120  32  38  78  88  53]",[ 27 155  51 143 140  53  91  43]
230,"[158  38   8  63  54  93 158 120  78 165  54  27  78  51  27 140  51 135
 140   4 135 106   4  96 106   4 135  96 106   4 135  96]",[  4 135  96 106   4 135  96 106]
231,"[146 162  48 146  48   6  96 146  96 144   6  34 163  34  31   8 146   6
 146  58 109 146 162  48 146  48   6  96 146  96 144   6]",[163  34  51 144  91 172  58   4]
232,"[106   4  85   6 145 117 111  62 145 135  96 145 117 111 145 121 162   4
  43  34 146   4 135  96   4 140 106   4  51  32  27  43]",[143 155 128  27  79 155 143   8]
233,"[162   0  78 168   0  78 162   0  27   8 143  61   8  27  61 143   8  27
  61 155  98  13   2 143 140  98 155 109 140  79 155 109]",[ 39 143 156 140  91  39  13   8]
234,"[106  52 145 117 107 102  11 135 106 163  11 117  29  11  91 106  98  11
 117  11 106 111 106 111 163   6 113 163 111  45 102 111]",[  6 163 111 163  16 111  45  11]
235,"[ 20 121  94  20  19  32 162 121   8  19 162  73 109  19 162 165  19  39
 162 106  74  82 162  72  79  37  37  21  37  21  37  21]",[21 37 21 37 21 37 21 37]
236,"[111 115 111  32  29 145 117  97 145  29 106  29  45 107 125  11 108  91
 163 108  11 130  11  29 106  98  29 130  11 115 145 108]",[ 91 140 112  70 155  13 112 140]
237,"[ 11 162  11  94 145  11 162 130 103  11 145  17 162  94  11 145  17 162
  94 145  11 162  11  94 145  11 162  90 103 135 157 162]",[135 157 162  94 112 157  98  11]
238,"[ 29  11   4  29 108  11 135   4 108 135  43 135   4  43 108 172 135 140
  43 143 172  51 140 143 172 140  43 172 135  43 108 135]",[108 130   4 106 108 135 108  96]
239,"[172 171 111 117 146 111  51 146 111 140 146 111 112 171  34  43 146  34
 128 146  34   0 146  34  13 171  34   0 146  34 120 146]",[ 27 146  34 141 171 111  51 146]
240,"[145 111  91  11 115  91 130  62  13  69 155  27  69 141  88  84 163 141
  27 155  13 143 140  91 117   2 135 145  11 130  11 145]",[117  91 140 143  13  69 155  27]
241,"[100  76 144  75  80  45  46  29  11   4 117 108  45   6 163  29 146  45
 163  29 146  11 108 115  29 146 108  11 115  45 163 107]",[125  97  45 163 107  97  10 163]
242,"[111 107 106 130  11 145 135 117  91 172 167  62 167  62 111 167  62 167
  62 111 167  62 167  62 111 143 155 141  27 155  13 143]",[172 117 135 117 172 140 143  13]
243,"[ 29  98 115 163 106 115 163 145  97 111 115  11 162 111 115  29 129  97
  62 111  62  97  62  97  62 111  62  97  29  16  97  62]",[ 62  97  62  97  62 111  62  97]
244,"[ 41 129  28  41  82  19 121  82 121  22  82   2  19  72  73   2  70 129
  68  70   2  19  71  73   2  71  73   2  72   2   2   2]",[  2  94 131  94  94  94  94  94]
245,"[163 141   0 155  13 112 172  91 117  10 108 145  11 130  11 145 108 117
  91 172 143  13 139 155   0 139 141 120 115 123  88 141]",[155  13 112 172  91 111 117  62]
246,"[ 43  32 172  53 140  51 155 140  53  43 135 161 112 143  51 155 143 135
 135 161  27   0 103 167 155  51 146 135 145 143   4  19]",[135 162  74  91 145  79  43   4]
247,"[ 53  32 109  53  73  19  44  44  39  44  53 121 165  53  32  32  37  32
  37  32  37  32  37   8 119 109  50  58  50  58  50  58]",[ 58  50  31  16   3  19 162  19]
248,"[ 61  90  61  90  61  90  61  90  61  90  61  90  61  90  61  90  61  90
  61  90  61  90  61  90   9   9   9   9 169  23  23  23]",[23 23 23 23 81 76 81 10]
249,"[  4  10 112 172  60 117 108  10   4  11   9  29  45  81  11 172 133  43
 117  81 108   4  60 108   4  10  10 127 146 115 127 111]",[ 10  45 111  10 115 146  55 146]
250,"[ 47  47   3   3   3   3   3   3   3  19   3  19   3  19   3  19   3  19
   3  19   3  19   3  19 154  45   6 107  39  39  39  39]",[ 39  39  69 102  69  39  69  39]
251,"[  6 108 109 135   8 108 109 135   8  43 125 135   8  43 125 172 171 106
  34 145  62  43 162 140 109 155  32 128  19  78  50  93]",[101  23  23  76  76   4  96 115]
252,"[143 167 140 162  91  39  43 109 117  98 145  32 130  56  45  16 111 113
  45  16 130  56  45  16 130  56  45  16 111 113  45  16]",[102  45  16  11 102  45  16 111]
253,"[166 107  45  29   4 166 166 166 166 166 166  28 131  69 100 131 166 166
  14  14  17 123  17 123 166  26  26  26  60  68  52   4]",[ 76 144  75  80  45  46  29  11]
254,"[100 140 120  48 158  38 120  48  27 143  48 172 154  16  32  98   6 154
   6  62 154 111  45 116  19 125 109 162 116 162 115 116]",[106 154  16  32  98   6 154   6]
255,"[135  96 108 115 130 167  45   6 143 130 172  45 164 125 108 115  51 107
 143  45 112  29 172 130 164 125 108 115  51 107 143  45]",[ 29 172 130 164 125 108 115  21]
256,"[135 130 111 135 143  96 135 130  62 135 135 146   4 106   4 117  73 145
 106 145 135   6   8 145 130 145 135 167 145  45 145 147]",[147  94  17   3  17   3 147 131]
257,"[137   5 137   5 137 127   5 137   5 137 127   5 137   5 137 127   5 137
   5 137   5 137   5 137   5 137   5 137   5 137   5 137]",[132 101 132 101 132 101 132 101]
258,"[ 62  91 172 140 172 140 112 109 140 112 143  62 112 143  13 143  13 143
  98 112 143  13 156 143  13 155  13 155  13   8 143  13]",[123  13 155  27   0  27 128   8]
259,"[ 62  58  32  58  72  99 100  47  26  47  47  58  47  52   0 108   3   0
  27   3 135  31  27  51  99   4  99  51 155  99 145  58]",[ 12 161   4  39  12  12  50   4]
260,"[ 96 146  96 140 143   8 140  34 143 140  62 143 172 140  34 100   8  96
 146  96   8  34  62  47  34   3   8  96 146  96  43   8]",[ 62  34 135   8  96 146  96   8]
261,"[107 130 167  62 107 130 167  62  19  34  11 163  62  34  11 163  62  56
 111 107  39  62 111 107  39  62 102  96 107  39 163  96]",[ 39 163  96 107  39 163  11  96]
262,"[100  54 120  27  51 172 100 135 100   4  45  54   3 128  27  51  43   3
 135   4   3  34  96  38  47 128   0 143  43 108  47 130]",[ 34 115  67 137 102 119  67   8]
263,"[150 156 154  18   0 102  88   0  13  13 139   0  13  91  91  13  91 108
 108  91 108  11  11 108  11 107  85 156   0 102  88   0]",[ 13 139   0  13  91  91  13  91]
