,x_tr,future
156,"[31 29 22 11 31 13 21 11 31 22 11 31  7  2 24 29 20 29  1 24  1 24  2 28
  7 20 20 28  7 20 27 29]",[29 22 11 31 13 21 11 31]
157,"[21 32 21 18 16 16 18 21 18 32 21 32 21 18 16 16 18 21 18 32 21 32  0 21
 18 16 16 18 21 18 21 19]",[32 21 18 16 16 18 21 18]
158,"[28 17 17 17 17 17  8 25  8  8  4 25 28 28 17  4 17  9 17  9  4 23  4  4
  8  8  4 12  4  9  4  8]",[17 17 17 17 17  8 25  8]
159,"[ 5 24  2 24 12 24  4  2 24  5 24  2 24 24  4  2 24 25  5 24  2 24 24  8
 30 24 17 11 24 30 24 24]",[24  2 24 12 24  4  2 24]
160,"[14 14 14 14 14 14 29  1 13  2  7 22 23  4  4 25  8  8  8  8  8  8  8 11
 10  2 19 25 25 14 14  2]",[14 14 14 14 14 29  1 13]
161,"[21 32 21 32 21 18 16 16 18 21 18 32 21 32 21 18 16 16 18 21 18 32 21 32
  0 21 18 16 16 18 21 18]",[32 21 32 21 18 16 16 18]
162,"[29 11 19 24  2 16 16 16 16 16 16 29 33 27 11 19  6  2 29 33 11 19  6  2
 31 11 19  3  3 22 27 11]",[11 19 24  2 16 16 16 16]
163,"[10 18  1  6 31  1 10 18  1  6 31  1 10 18  1  6 31  1 26 18  1  3 31  1
 10 21 11 27  3 33 11 27]",[18  1  6 31  1 10 18  1]
164,"[ 1  1 29  1  1 29  1 11 29 21 11 27  2 21 11 29 21 11 27  2 21 11 29 21
 11 27  2 21 11 29 21 11]",[ 1 29  1  1 29  1 11 29]
165,"[ 6 20 15  6  3  6  6 10 15 13  6 10 29  2  1  7 28 29 20  1  6 10 15 13
  6 10 29  2  1  7 28 29]",[20 15  6  3  6  6 10 15]
166,"[29 26  2  7 29 22  2 29  1  1 29 29 13 29 29  3 29  1 13 29 20 20  2 26
  2  7 22 15  2  1 28  1]",[26  2  7 29 22  2 29  1]
167,"[27 14 18  1 27 18 29 27 18 29 27 18 15 27 18 15 27 14 18 20 27 14 18 20
 27 18 28 27 18 28 27 14]",[14 18  1 27 18 29 27 18]
168,"[29 17  3 11 20  9  6  1 12  6 15 23 20  4 20  3 17  6 20 15 12 32 18 12
 21 12 12 31 33 22 19 12]",[17  3 11 20  9  6  1 12]
169,"[31 33 22  0 27 22 27 31 33 22  0 27 22 16 19 16 19  2  2  0  0 14 20 20
 15  3 15  3  1  1  7  7]",[33 22  0 27 22 27 31 33]
170,"[ 3 22 11 19 13 26 29 33 11 19 10  2 29 33 11 19 10  2 16 16  0  0  0  0
  0  0 16 16 16 16 29 33]",[22 11 19 13 26 29 33 11]
171,"[ 3  4 26 13  3 12 22 26 23 19 26  4 31 26 25 33 26 22 26  7 26 25 19 26
  4 26  4  7 13 26 13 23]",[ 4 26 13  3 12 22 26 23]
172,"[ 7 33  7 15  7  6  7  2 13 29  6 20 15  6  3  6  6 10 15 13  6 10 29  2
  1  7 28 29 20  1  6 10]",[33  7 15  7  6  7  2 13]
173,"[29  1 24  1 24  2 28  7 20 20 28  7 20 27 29  1  1 29  1  1 29  1  1 29
  1  1 29  1 11 29 21 11]",[ 1 24  1 24  2 28  7 20]
174,"[20 29 28  1 20 29 28  1 20 29 28  1 20 29  2 29 26  2  7 29 22  2 29  1
  1 29 29 13 29 29  3 29]",[29 28  1 20 29 28  1 20]
175,"[ 3 29 29  2  3 26 29  2  1  7 13 22 29  2 20  1 20  1 15 13 29  1 13  2
 13  1 29 27 31 33 22  0]",[29 29  2  3 26 29  2  1]
176,"[21 31 21 32 32 31 32 32 31 32 32 31 32 21 32 21 31 21 32 21 32 21 31 21
 32 21 16 32 31 32 32 21]",[31 21 32 32 31 32 32 31]
177,"[24 10 10 10 10 12 10 12 12 12 10 12 12  2  4 10 23 10 10 24 10 13 10 10
 10 23 26 25  1  4  1  1]",[10 10 10 10 12 10 12 12]
178,"[14 12 25  8 13  3 15 17 14 14 25  8  4 17 17 23  4 25 25 12 12 12 12 28
 20 12 15  6 12  3 12  1]",[12 25  8 13  3 15 17 14]
179,"[ 4  7 13 26 13 23  7 11 30 11 23 20 25  3  3  4  5  1 26 20 25  1 24 28
 17 29  8 17  3 11 12 20]",[ 7 13 26 13 23  7 11 30]
180,"[ 8  4 25 17 25  0 17  8  4 25 17  0 28  4 25 17 25  0 17  8  4 25 17  0
  0 29 29 29 29 29 29 29]",[ 4 25 17 25  0 17  8  4]
181,"[17  3 11 20  9  6  1 12  6 15 23 20  4 20  3 17  6 20 15 12 32 18 12 21
 12 12 31 33 22 19 12  7]",[ 3 11 20  9  6  1 12  6]
182,"[21 31 21 32 21 32 21 31 21 32 32 31 32 32 31 32 32 31 32 21 32 21 31 21
 32 21 32 21 31 21 32 21]",[31 21 32 21 32 21 31 21]
183,"[19 19 19 19 19 19 19 19 19 19 19 29 27 11 19 24  2 29 11 19 24  2 31 11
 19 26  3 22 27 11 19 13]",[19 19 19 19 19 19 19 19]
184,"[ 1 29 27 31 33 22  0 27 22 27 31 33 22  0 27 22 16 19 16 19  2  2  0  0
 14 20 20 15  3 15  3  1]",[29 27 31 33 22  0 27 22]
185,"[ 8  8  8  8  8 11 10  2 19 25 25 14 14  2 13  1 29 15 20  4 23 23 23 14
 12 25  8  2 13  1 29 15]",[ 8  8  8  8 11 10  2 19]
186,"[ 1 29  1  1 29  1  1 29  1  1 29  1  1 29  1 27  2  1 29  1 27  2  1 29
  1 27  2  1 29  1 27  2]",[29  1  1 29  1  1 29  1]
187,"[18  1 27 18 29 27 18 29 27 18 15 27 18 15 27 14 18 20 27 14 18 20 27 18
 28 27 18 28 27 14 14 14]",[ 1 27 18 29 27 18 29 27]
188,"[ 9  9 27 27 22 19 22 19  8  8 27 27 22 22 19 19 17 17 14 14 14 14 14 14
  4  4  4 14  9  9  9  8]",[ 9 27 27 22 19 22 19  8]
189,"[27 11 19 13 26  3 22 11 19 13 26 29 11 19 24  2 29 11 19 24  2 16 16 16
 16 16 16 29 33 27 11 19]",[11 19 13 26  3 22 11 19]
190,"[ 3  3 22 27 11 19 15 26  3 22 11 19 15 26 29 33 11 19  6  2 11  0  8  0
  0  0  0 21 31 21 32 21]",[ 3 22 27 11 19 15 26  3]
191,"[ 5 30  5 13  5  4  5 13  5 22 13  2 13  8  1 13  2 13  4 13 30 13  9 13
 30 13 30 30 13 30  4 30]",[30  5 13  5  4  5 13  5]
192,"[12 24  4  2 24  5 24  2 24 24  4  2 24 25  5 24  2 24 24  8 30 24 17 11
 24 30 24 24 25 30 24  4]",[24  4  2 24  5 24  2 24]
193,"[24  9 30 30 30 30 30  4 30  5 30 30 30 30 24 24 16 16 16 16 16 16  5 13
 13 24 15 30 24 15 30 24]",[ 9 30 30 30 30 30  4 30]
194,"[21 11 27  3 33 11 27 10 21 11 27 29 33 11 27 13 21 11 31 29 22 11 31 13
 21 11 31 22 11 31 13 21]",[11 27  3 33 11 27 10 21]
195,"[30 24 15 11 24 30 24 20 24 28 30 24 11 24 30 24 24 30 24 15 11 24 30 24
 12 24  4  2 24  5 24  2]",[24 15 11 24 30 24 20 24]
196,"[ 2  7 29 22  2 29  1  1 29 29 13 29 29  3 29  1 13 29 20 20  2 26  2  7
 22 15  2  1 28  1 20 15]",[ 7 29 22  2 29  1  1 29]
197,"[ 1 13  2 13  1 29 27 31 33 22  0 27 22 27 31 33 22  0 27 22 16 19 16 19
  2  2  0  0 14 20 20 15]",[13  2 13  1 29 27 31 33]
198,"[15  2 24  5 24  2 24 24 15  2 24  5 24  2 24  3 24 15  2 24  5 24  2 24
 24 15  2 24  5 24  2 24]",[ 2 24  5 24  2 24 24 15]
199,"[31 32 32 21 31 21 32 21 32 21 31 21 32 21 32 21 18 16 16 18 21 18 32 21
 32 21 18 16 16 18 21 18]",[32 32 21 31 21 32 21 32]
200,"[29 13 29 29  3 29  1 13 29 20 20  2 26  2  7 22 15  2  1 28  1 20 15 29
 15 13 20 28 27 31 33 22]",[13 29 29  3 29  1 13 29]
201,"[19 15 26 29 33 11 19  6  2 11  0  8  0  0  0  0 21 31 21 32 21 32 16 16
 21 31 21 32 21 32 21 31]",[15 26 29 33 11 19  6  2]
202,"[ 4 17 17 23  4 25 25 12 12 12 12 28 20 12 15  6 12  3 12  1  4 11 23  1
 11  1 11  1 11 23 23 23]",[17 17 23  4 25 25 12 12]
203,"[ 2 27 18  2 27 18  2 27 18  2 27 18  2 27 18  2 27 18  2 27 18  2 27 18
 13 27 18 13 27 18 13 27]",[27 18  2 27 18  2 27 18]
204,"[24 26 13 24 26 13 24 26 13 24 12  4 12  4  3 24 15  2 24  5 24  2 24 24
 15  2 24  5 24  2 24  3]",[26 13 24 26 13 24 26 13]
205,"[19 26  3 22 27 11 19 13 26  3 22 11 19 13 26 29 33 11 19 10  2 29 33 11
 19 10  2 16 16  0  0  0]",[26  3 22 27 11 19 13 26]
206,"[11 19  3  3 22 27 11 19 15 26  3 22 11 19 15 26 29 33 11 19  6  2 11  0
  8  0  0  0  0 29 33 27]",[19  3  3 22 27 11 19 15]
207,"[24 28 30 24 11 24 30 24 24 30 24 15 11 24 30 24 20 24 28 30 24 11 24 30
 24 24 30 24 15 11 24 30]",[28 30 24 11 24 30 24 24]
208,"[26 25  1  4  1  1 10 13 11 13 11  4  1  2  4  1 23  1  1 24 10 13 10  1
 23 29 12 23  2  4 12  8]",[25  1  4  1  1 10 13 11]
209,"[19 19 19 19 19 19 19 19 29 27 11 19 24  2 29 11 19 24  2 31 11 19 26  3
 22 27 11 19 13 26  3 22]",[19 19 19 19 19 19 19 29]
210,"[25  0 17  0  8  9  4 25 17 25  0 17  8  4 25 17 25  0 17  8  4 25 17  0
 28  4 25 17 25  0 17  8]",[ 0 17  0  8  9  4 25 17]
211,"[13 29 29  3 29  1 13 29 20 20  2 26  2  7 22 15  2  1 28  1 20 15 29 15
 13 20 28 27 31 33 22  0]",[29 29  3 29  1 13 29 20]
212,"[13  1 29 23  4  4  8  8  8  8  8  8  8  8  8  2 10 11 29  6 25 25 14 14
  2 13  1 29 15 20  4 23]",[ 1 29 23  4  4  8  8  8]
213,"[19 15 26  3 22 11 19 15 26 29 33 11 19  6  2 11  0  8  0  0  0  0 29 33
 27 11 19 10  2 29 33 11]",[15 26  3 22 11 19 15 26]
214,"[ 3 15 17 14 14 25  8  4 17 17 23 12 12  8 27 31 33 22 19  7 17 17 17 17
 17 17 17 17 17 17 14 14]",[15 17 14 14 25  8  4 17]
215,"[ 8 24 11  1 31 24 11  1 24 11  1  8 21  8 27  8 31 33  8 19  7  8  2 26
  8 10  8 11  3 17 11  3]",[24 11  1 31 24 11  1 24]
216,"[ 8 30 24 17 11 24 30 24 24 25 30 24  4 11 24 30 24 24  9  2 24  8  5 24
  2 24 27 10 17  2 10 25]",[30 24 17 11 24 30 24 24]
217,"[ 3 29  1 13 29 20 20  2 26  2  7 22 15  2  1 28  1 20 15 29 15 13 20 28
 27 31 33 22  0 27 22 29]",[29  1 13 29 20 20  2 26]
218,"[24 20 24 28 30 24 11 24 30 24 24 30 24 15 11 24 30 24 20 24 28 30 24 11
 24 30 24 24 30 24 15 11]",[20 24 28 30 24 11 24 30]
219,"[ 3 15  3  1  1  7  7 33  7 15  7  6  7  2 13 29  6 20 15  6  3  6  6 10
 15 13  6 10 29  2  1  7]",[15  3  1  1  7  7 33  7]
220,"[29 33  6 10  5 28  1 20 29 33  6 10 33 28  1 20 29 28  1 20 29 28  1 20
 29 28  1 20 29 28  1 20]",[33  6 10  5 28  1 20 29]
221,"[27 18  2 27 18  2 27 18  2 27 18  2 27 18 13 27 18 13 27 18 13 27 18 13
 27 14 18  1 27 14 18  1]",[18  2 27 18  2 27 18  2]
222,"[22 27 31 33 22  0 27 22 16 19 16 19  2  2  0  0 14 20 20 15  3 15  3  1
  1  7  7 33  7 15  7  6]",[27 31 33 22  0 27 22 16]
223,"[13  2 13  4 13 30 13  9 13 30 13 30 30 13 30  4 30  9 30 30 17 30 30 24
 24 17  5 24 24  9 30 30]",[ 2 13  4 13 30 13  9 13]
224,"[ 1  1 10 13 11 13 11  4  1  2  4  1 23  1  1 24 10 13 10  1 23 29 12 23
  2  4 12  8  7 23  8 10]",[ 1 10 13 11 13 11  4  1]
225,"[ 5 30  5 15 13  5 29  5  5  3  5 15  5 29  5  5  5  5 28  5 11  5 29  5
  3  5 15  5 29  5  5  5]",[30  5 15 13  5 29  5  5]
226,"[25 28 28 17  4 17  9 17  9  4 23  4  4  8  8  4 12  4  9  4  8  4  9  9
  9  8  8  8  8 17 17  0]",[28 28 17  4 17  9 17  9]
227,"[ 3 31  1 10 21 11 27  3 33 11 27 10 21 11 27 29 33 11 27 13 21 11 31 29
 22 11 31 13 21 11 31 22]",[31  1 10 21 11 27  3 33]
228,"[29  2  1  7 28 29 20  1 33  6 10  5 28  1 20 29 33  6 10  5 28  1 20 29
 33  6 10 33 28  1 20 29]",[ 2  1  7 28 29 20  1 33]
229,"[33 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20
 29  2 29 26  2  7 29 22]",[28  1 20 29 28  1 20 29]
230,"[20 28  7 20 27 29  1  1 29  1  1 29  1  1 29  1  1 29  1  1 29  1 27  2
  1 29  1 27  2  1 29  1]",[28  7 20 27 29  1  1 29]
231,"[24  2 24 24 15  2 24  5 24  2 24 20 24 28 30 24 11 24 30 24 24 30 24 15
 11 24 30 24 20 24 28 30]",[ 2 24 24 15  2 24  5 24]
232,"[21 32 21 32 16 16 21 31 21 32 21 32 21 31 21 32 32 31 32 32 31 32 32 31
 32 21 32 21 31 21 32 21]",[32 21 32 16 16 21 31 21]
233,"[24 30 24 24 25 30 24  4 11 24 30 24 24  8 30 24 17 11 24 30 24 24 25 30
 24  4 11 24 30 24 24  9]",[30 24 24 25 30 24  4 11]
234,"[24  2 28  7 20 20 28  7 20 27 29  1  1 29  1  1 29  1  1 29  1  1 29  1
 11 29 21 11 27  2 21 11]",[ 2 28  7 20 20 28  7 20]
235,"[15 20  4 23 23 23 14 12 25  8 13  3 15 17 14 14 25  8  4 17 17 23 12 12
  8 27 31 33 22 19  7 17]",[20  4 23 23 23 14 12 25]
236,"[ 1 27 14 18  1 27 18 29 27 18 29 27 18 15 27 18 15 27 14 18 20 27 14 18
 20 27 18 28 27 18 28 27]",[27 14 18  1 27 18 29 27]
237,"[30 13 30 30 13 30  4 30  9 30 30 17 30 30 24 24 17  5 24 24  9 30 30 30
 30 30  4 30  5 30 30 30]",[13 30 30 13 30  4 30  9]
238,"[28  8  8  8  8  8  9 17 17 17  9  9  4 25 17 28 28 17 17 17 17 17  8 25
  8  8  4 25 28 28 17  4]",[ 8  8  8  8  8  9 17 17]
239,"[22 29  3  6 15 29  0 15 25 16 25  8  8 17  0 17  0 23  4 29 33 27 11 19
 10  2 29 33 11 19 10  2]",[29  3  6 15 29  0 15 25]
240,"[ 1 24  1 24  2 28  7 20 20 28  7 20 27 29  1  1 29  1  1 29  1  1 29  1
  1 29  1  1 29  1 27  2]",[24  1 24  2 28  7 20 20]
241,"[25 33 26 22 26  7 26 25 19 26  4 26  4  7 13 26 13 23  7 11 30 11  9 13
 26 13 12 13 26 13 12 22]",[33 26 22 26  7 26 25 19]
242,"[29 22  2 29  1  1 29 29 13 29 29  3 29  1 13 29 20 20  2 26  2  7 22 15
  2  1 28  1 20 15 29 15]",[22  2 29  1  1 29 29 13]
243,"[ 2 29 11 19 24  2 31 11 19 26  3 22 27 11 19 13 26  3 22 11 19 13 26 29
 11 19 24  2 29 11 19 24]",[29 11 19 24  2 31 11 19]
244,"[22 29  3  6 15 29  0 15 25 16 25  8  8 17  0 17  0 23  4 20 20 15  3 15
  3  1  1  7  7 33  7 15]",[29  3  6 15 29  0 15 25]
245,"[19 19 19 19 29 27 11 19 24  2 29 11 19 24  2 31 11 19 26  3 22 27 11 19
 13 26  3 22 11 19 13 26]",[19 19 19 29 27 11 19 24]
246,"[12  6 15  9 28 15  3 29  5 11 13 24 30 26 24 13 24 26 24 13 24 26 13 24
 26 13 24 26 13 24 26 13]",[ 6 15  9 28 15  3 29  5]
247,"[12 24  4  2 24  5 24  2 24 24  4  2 24 25  5 24  2 24 12 24  4  2 24  5
 24  2 24 24  4  2 24 25]",[24  4  2 24  5 24  2 24]
248,"[21 32 21 31 21 32 21 16 32 31 32 32 21 31 21 32 21 32 21 31 21 32 21 32
 21 18 16 16 18 21 18 32]",[32 21 31 21 32 21 16 32]
249,"[13 29  6 20 15  6  3  6  6 10 15 13  6 10 29  2  1  7 28 29 20  1  6 10
 15 13  6 10 29  2  1  7]",[29  6 20 15  6  3  6  6]
250,"[18 12 21 12 12 31 33 22 19 12  7 12 30 26 12 24 11  1  8 24 11  1 31 24
 11  1 24 11  1  8 21  8]",[12 21 12 12 31 33 22 19]
251,"[16 16 16 16 16 29 33 27 11 19  6  2 29 33 11 19  6  2 31 11 19  3  3 22
 27 11 19 15 26  3 22 11]",[16 16 16 16 29 33 27 11]
252,"[ 2 27  2 27 27  2 27  2 27  2  0  0 27  2 27 27  0 27 27 27 27 27 27 27
 27 27 27  0  0 27 27 27]",[27  2 27 27  2 27  2 27]
253,"[ 0 27  2 27 27  0 27 27 27 27 27 27 27 27 27 27  0  0 27 27 27 27 27  3
 27 27 27 29 27  3  3 29]",[27  2 27 27  0 27 27 27]
254,"[15  6 12  3 12  1  4 11 23  1 11  1 11  1 11 23 23 23 23 20 23 15 23  6
  3 23  5  1 25 26  3  4]",[ 6 12  3 12  1  4 11 23]
255,"[19  2  2  0  0 14 20 20 15  3 15  3  1  1  7  7 33  7 15  7  6  7  2 13
 29  6 20 15  6  3  6  6]",[ 2  2  0  0 14 20 20 15]
256,"[21 32 21 18 16 16 18 21 18 32 21 32  0 21 18 16 16 18 21 18 21 19 21 19
 19 19 19 19 19 19 19 19]",[32 21 18 16 16 18 21 18]
257,"[29 28  1 20 29  2 29 26  2  7 29 22  2 29  1  1 29 29 13 29 29  3 29  1
 13 29 20 20  2 26  2  7]",[28  1 20 29  2 29 26  2]
258,"[26 29 33 11 19 10  2 29 33 11 19 10  2 16 16  0  0  0  0  0  0 16 16 16
 16 29 33 27 11 19  6  2]",[29 33 11 19 10  2 29 33]
259,"[24  2 29 11 19 24  2 31 11 19 26  3 22 27 11 19 13 26  3 22 11 19 13 26
 29 11 19 24  2 29 11 19]",[ 2 29 11 19 24  2 31 11]
260,"[10 33 24 10 13 10 26 12 23 27  4 12  8 23  8 23 23 23 23 23 23 30 23 25
 23 12  9  6  3  9 12  1]",[33 24 10 13 10 26 12 23]
261,"[22 27 11 19 13 26  3 22 11 19 13 26 29 33 11 19 10  2 29 33 11 19 10  2
 16 16  0  0  0  0  0  0]",[27 11 19 13 26  3 22 11]
262,"[ 0  8  9  4 25 17 25  0 17  8  4 25 17 25  0 17  8  4 25 17  0 28  4 25
 17 25  0 17  8  4 25 17]",[ 8  9  4 25 17 25  0 17]
263,"[22  9 30 22  8  9 24 30  5 13  5  5 13  5 30  5 15 13  5 29  5  5 30  5
 13  5  5 13  5 30  5 15]",[ 9 30 22  8  9 24 30  5]
264,"[ 8  8  8  2 10 11 29  6 25 25 14 14 14  2 13  1 29 15 20 14 12 26 13  3
 15 14 14 13  1 29 15 20]",[ 8  8  2 10 11 29  6 25]
265,"[13  5 29  5  5 30  5 13  5  5 13  5 30  5 15 13  5 29  5  5  3  5 15  5
 29  5  5  5  5 28  5 11]",[ 5 29  5  5 30  5 13  5]
266,"[20  4 23 23 23 14 12 25  8 13  3 15 17 14 14 25  8  4 17 17 23  4 25 25
 12 12 12 12 28 20 12 15]",[ 4 23 23 23 14 12 25  8]
267,"[23  7 11 30 11 22 26  7 26 25 19 26  4 26  4  7 13 26 13 23  7 11 30 11
 23 20 25  3  3  4  5  1]",[ 7 11 30 11 22 26  7 26]
268,"[ 2 24 25  5 24  2 24 12 24  4  2 24  5 24  2 24 24  4  2 24 25  5 24  2
 24 24  8 30 24 17 11 24]",[24 25  5 24  2 24 12 24]
269,"[28 27 18 28 27 14 14 14 14 14 14 29  1 13  2  7 22 23  4  4 25  8  8  8
  8  8  8  8 11 10  2 19]",[27 18 28 27 14 14 14 14]
270,"[ 4  5  1 26 20 25  1 24 28 17 29  8 17  3 11  9 22 26  7 26 25 19 26  4
 26  4  7 13 26 13 23  7]",[ 5  1 26 20 25  1 24 28]
271,"[ 1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29  2
 29 26  2  7 29 22  2 29]",[20 29 28  1 20 29 28  1]
272,"[29 20 20  2 26  2  7 22 15  2  1 28  1 20 15 29 15 13 20 28 27 31 33 22
  0 27 22 29  3  6 15 29]",[20 20  2 26  2  7 22 15]
273,"[ 8 21  8 27  8 31 33  8 19  7  8  2 26  8 10  8 11  3 17 11  3 31 11  3
 11  3 17 13  1  3 13  1]",[21  8 27  8 31 33  8 19]
274,"[13 22 29  2 20  1 20  1 15 13 29  1 13  2 13  1 29 27 31 33 22  0 27 22
 27 31 33 22  0 27 22 16]",[22 29  2 20  1 20  1 15]
275,"[ 2  1 29  1 27  2  1 29  1 27  2  1 29  1 27  2 10 18  1  6 31  1 10 18
  1  6 31  1 10 18  1  6]",[ 1 29  1 27  2  1 29  1]
276,"[12 12 10 12 12  2  4 10 23 10 10 24 10 13 10 10 10 23 26 25  1  4  1  1
 10 13 11 13 11  4  1  2]",[12 10 12 12  2  4 10 23]
277,"[22 16 19 16 19  2  2  0  0 14 29  2  3 26 29  2  1  7 13 22 29  2 20  1
 20  1 15 13 29  1 13  2]",[16 19 16 19  2  2  0  0]
278,"[20 12 15  6 12  3 12  1  4 11 23  1 11  1 11  1 11 23 23 23 23 20 23 15
 23  6  3 23  5  1 25 26]",[12 15  6 12  3 12  1  4]
279,"[28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29
  2 29 26  2  7 29 22  2]",[ 1 20 29 28  1 20 29 28]
280,"[ 1 26  1 24 25  1 24  1 24  1 24 29 17  3 11 20  9  6  1 12  6 15 23 20
  4 20  3 17  6 20 15 12]",[26  1 24 25  1 24  1 24]
281,"[16 16  0  0  0  0  0  0 16 16 16 16 29 33 27 11 19  6  2 29 33 11 19  6
  2 31 11 19  3  3 22 27]",[16  0  0  0  0  0  0 16]
282,"[17 17 23  4 25 25 12 12 12 12 28 20 12 15  6 12  3 12  1  4 11 23  1 11
  1 11  1 11 23 23 23 23]",[17 23  4 25 25 12 12 12]
283,"[11 19 15 26  3 22 11 19 15 26 29 33 11 19  6  2 11  0  8  0  0  0  0 27
  2 27  0  2 27  2 27  2]",[19 15 26  3 22 11 19 15]
284,"[26  7 26 25 19 26  4 26  4  7 13 26 13 23  7 11 30 11 23 20 25  3  3  4
  5  1 26 20 25  1 24 28]",[ 7 26 25 19 26  4 26  4]
285,"[ 6 10 15 13  6 10 29  2  1  7 28 29 20  1 33  6 10  5 28  1 20 29 33  6
 10  5 28  1 20 29 33  6]",[10 15 13  6 10 29  2  1]
286,"[ 1 13  2  7 22 23  4  4 25  8  8  8  8  8  8  8 11 10  2 19 25 25 14 14
  2 13  1 29 15 20  4 23]",[13  2  7 22 23  4  4 25]
287,"[27 27 27 29 27  3  3 29 29  2  3 26 29  2  1  7 13 22 29  2 20  1 20  1
 15 13 29  1 13  2 13  1]",[27 27 29 27  3  3 29 29]
288,"[18  1  3 31  1 10 21 11 27  3 33 11 27 10 21 11 27  3 33 11 27 10 21 11
 27  3 33 11 27 10 21 11]",[ 1  3 31  1 10 21 11 27]
289,"[ 1 20 29 33  6 10  5 28  1 20 29 33  6 10 33 28  1 20 29 28  1 20 29 28
  1 20 29 28  1 20 29 28]",[20 29 33  6 10  5 28  1]
290,"[24 24 30 24 15 11 24 30 24 20 24 28 30 24 11 24 30 24 24 30 24 15 11 24
 30 24 12 24  4  2 24  5]",[24 30 24 15 11 24 30 24]
291,"[17 17 17 17 17 17 17 14 14 14 14 14 14 14 22  7  2 13  1 29 23  4  4  8
  8  0  8  8  8  8  8  8]",[17 17 17 17 17 17 14 14]
292,"[27 11 19  6  2 29 33 11 19  6  2 31 11 19  3  3 22 27 11 19 15 26  3 22
 11 19 15 26 29 33 11 19]",[11 19  6  2 29 33 11 19]
293,"[15 13  5 29  5  5 30  5 13  5  5 13  5 30  5 15 13  5 29  5  5  3  5 15
  5 29  5  5  5  5 28  5]",[13  5 29  5  5 30  5 13]
294,"[17  0  8  9  4 25 17 25  0 17  8  4 25 17 25  0 17  8  4 25 17  0 28  4
 25 17 25  0 17  8  4 25]",[ 0  8  9  4 25 17 25  0]
295,"[19 10  2 29 33 11 19 10  2 16 16  0  0  0  0  0  0 16 16 16 16 29 33 27
 11 19  6  2 29 33 11 19]",[10  2 29 33 11 19 10  2]
296,"[ 2 13  1 29 27 31 33 22  0 27 22 27 31 33 22  0 27 22 16 19 16 19  2  2
  0  0 14 29  2  3 26 29]",[13  1 29 27 31 33 22  0]
297,"[33  6 10 33 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29
 28  1 20 29  2 29 26  2]",[ 6 10 33 28  1 20 29 28]
298,"[21 32 32 31 32 32 31 32 32 31 32 21 32 21 31 21 32 21 32 21 31 21 32 21
 16 32 31 32 32 21 31 21]",[32 32 31 32 32 31 32 32]
299,"[22  4 24 22  9 30 22  8  9 24 30  5 13  5  5 13  5 30  5 15 13  5 29  5
  5 30  5 13  5  5 13  5]",[ 4 24 22  9 30 22  8  9]
300,"[ 2  4 10 23 10 10 24 10 13 10 10 10 23 26 25  1  4  1  1 10 13 11 13 11
  4  1  2  4  1 23  1  1]",[ 4 10 23 10 10 24 10 13]
301,"[19 13 26  3 22 11 19 13 26 29 33 11 19 10  2 29 33 11 19 10  2 16 16  0
  0  0  0  0  0 16 16 16]",[13 26  3 22 11 19 13 26]
302,"[19  3  3 22 27 11 19 15 26  3 22 11 19 15 26 29 33 11 19  6  2 11  0  8
  0  0  0  0 21 31 21 32]",[ 3  3 22 27 11 19 15 26]
303,"[ 2 24 24 15  2 24  5 24  2 24  3 24 15  2 24  5 24  2 24 24 15  2 24  5
 24  2 24 20 24 28 30 24]",[24 24 15  2 24  5 24  2]
304,"[32 21 31 21 32 32 31 32 32 31 32 32 31 32 21 32 21 31 21 32 21 32 21 31
 21 32 21 16 32 31 32 32]",[21 31 21 32 32 31 32 32]
305,"[13  5  5 13  5 30  5 15 13  5 29  5  5 30  5 13  5  5 13  5 30  5 15 13
  5 29  5  5  3  5 15  5]",[ 5  5 13  5 30  5 15 13]
306,"[26 12 24 11  1  8 24 11  1 31 24 11  1 24 11  1  8 21  8 27  8 31 33  8
 19  7  8  2 26  8 10  8]",[12 24 11  1  8 24 11  1]
307,"[ 6 10 15 13  6 10 29  2  1  7 28 29 20  1  6 10 15 13  6 10 29  2  1  7
 28 29 20  1 33  6 10  5]",[10 15 13  6 10 29  2  1]
308,"[22 19  7 17 17 17 17 17 17 17 17 17 17 14 14 14 14 14 14 14 22  7  2 13
  1 29 23  4  4  8  8  0]",[19  7 17 17 17 17 17 17]
309,"[24  4  2 24 25  5 24  2 24 24  8 30 24 17 11 24 30 24 24 25 30 24  4 11
 24 30 24 24  8 30 24 17]",[ 4  2 24 25  5 24  2 24]
310,"[ 8  8  8  8  8  8  8  2 10 11 29  6 25 25 14 14 14  2 13  1 29 15 20 14
 12 26 13  3 15 14 14 13]",[ 8  8  8  8  8  8  2 10]
311,"[12 12 12 28 20 12 15  6 12  3 12  1  4 11 23  1 11  1 11  1 11 23 23 23
 23 20 23 15 23  6  3 23]",[12 12 28 20 12 15  6 12]
